0,00000004;0,0000037;0,00000216;-0,0000226;-0,00001921;0;0,00002564;0,00002513;0,00001455;0,00001091;0,00004467;0,00002348;0,00002282;0,00002474;0,00002245;0,00002544;0,00002194;0,000023
0,0000037;0,01483755;0,00244318;-0,00543664;0,00312421;0;0,00466319;0,00443351;0,00432654;0,00411293;0,00388979;0,00270109;0,00295229;0,00336119;0,0021956;0,00224085;0,00078273;0,00066151
0,00000216;0,00244318;0,0125623;-0,00331194;0,00183983;0;0,00278287;0,00257869;0,00245438;0,00228608;0,0021189;0,00124503;0,00159223;0,00199956;0,00135222;0,00142486;0,00056211;0,00044692
-0,0000226;-0,00543664;-0,00331194;0,02114994;0,01400599;0;-0,02054888;-0,02038216;-0,02036055;-0,02021363;-0,02009835;-0,0193069;-0,01941528;-0,01972707;-0,01899872;-0,01906471;-0,01803484;-0,01790433
-0,00001921;0,00312421;0,00183983;0,01400599;0,04308756;0;-0,01619309;-0,0163597;-0,01602479;-0,01596639;-0,01578644;-0,01691439;-0,01748057;-0,01652916;-0,01723946;-0,01680362;-0,01725153;-0,01717092
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0,00002564;0,00466319;0,00278287;-0,02054888;-0,01619309;0;0,05519236;0,02019722;0,0200969;0,01991902;0,01980326;0,01917839;0,01927175;0,0194628;0,01885766;0,01888268;0,01798012;0,01785324
0,00002513;0,00443351;0,00257869;-0,02038216;-0,0163597;0;0,02019722;0,05086589;0,02010424;0,01992212;0,01975608;0,01920531;0,01923612;0,01938071;0,01880279;0,01881959;0,01794384;0,01782137
0,00001455;0,00432654;0,00245438;-0,02036055;-0,01602479;0;0,0200969;0,02010424;0,09566983;0,02006007;0,01979274;0,01934926;0,01928493;0,01939859;0,01881111;0,01881998;0,01796463;0,01783151
0,00001091;0,00411293;0,00228608;-0,02021363;-0,01596639;0;0,01991902;0,01992212;0,02006007;0,12371987;0,01993527;0,01946541;0,01927071;0,0193205;0,01875933;0,01874624;0,01794756;0,01780938
0,00004467;0,00388979;0,0021189;-0,02009835;-0,01578644;0;0,01980326;0,01975608;0,01979274;0,01993527;0,09551983;0,01967772;0,01932616;0,01928334;0,01876453;0,01874473;0,01794292;0,01779127
0,00002348;0,00270109;0,00124503;-0,0193069;-0,01691439;0;0,01917839;0,01920531;0,01934926;0,01946541;0,01967772;0,03640161;0,01935832;0,01899223;0,01861159;0,01849096;0,01788978;0,01773089
0,00002282;0,00295229;0,00159223;-0,01941528;-0,01748057;0;0,01927175;0,01923612;0,01928493;0,01927071;0,01932616;0,01935832;0,02957263;0,01904841;0,01864304;0,01853524;0,01789769;0,01774272
0,00002474;0,00336119;0,00199956;-0,01972707;-0,01652916;0;0,0194628;0,01938071;0,01939859;0,0193205;0,01928334;0,01899223;0,01904841;0,03428258;0,01873414;0,018652;0,01793935;0,01777389
0,00002245;0,0021956;0,00135222;-0,01899872;-0,01723946;0;0,01885766;0,01880279;0,01881111;0,01875933;0,01876453;0,01861159;0,01864304;0,01873414;0,02926081;0,01847011;0,01794157;0,01775084
0,00002544;0,00224085;0,00142486;-0,01906471;-0,01680362;0;0,01888268;0,01881959;0,01881998;0,01874624;0,01874473;0,01849096;0,01853524;0,018652;0,01847011;0,06260612;0,01799212;0,0177924
0,00002194;0,00078273;0,00056211;-0,01803484;-0,01725153;0;0,01798012;0,01794384;0,01796463;0,01794756;0,01794292;0,01788978;0,01789769;0,01793935;0,01794157;0,01799212;0,03204905;0,01767976
0,000023;0,00066151;0,00044692;-0,01790433;-0,01717092;0;0,01785324;0,01782137;0,01783151;0,01780938;0,01779127;0,01773089;0,01774272;0,01777389;0,01775084;0,0177924;0,01767976;0,03521708
