"","SCL","BM","ind","sex","year","res","season","loc","BCI","log_BCI","loc_sex_cohort","year_recode"
"281",168.64,992,"82","f",2008,-3.0124,"sp","b",5.882352941,1.77212682745352,"b_f",1
"282",165.58,1028,"82","f",2009,-6.564,"sum","b",6.208479285,1.82607704138299,"b_f",2
"283",187,1294,"83","f",2008,0.3382,"sp","b",6.919786096,1.93452936086571,"b_f",1
"284",187.4,1347,"83","f",2009,-2.4485,"sum","b",7.187833511,1.97252892087976,"b_f",2
"285",185.42,1306,"83","f",2009,-3.7996,"sp","b",7.043468881,1.95224275301262,"b_f",2
"286",175,1075,"84","m",2016,3.662759863,"sp","p",6.142857143,1.81545274411021,"p_m",9
"287",168,941,"84","m",2011,-1.270049245,"sum","p",5.601190476,1.72315767768794,"p_m",4
"288",168.62,940,"84","m",2008,-1.36,"sp","p",5.574664927,1.71841157965119,"p_m",1
"289",170,1031,"84","m",2017,-1.609636078,"sp","p",6.064705882,1.80265092177371,"p_m",10
"290",167.81,927,"84","m",2008,-2.1888,"sum","p",5.524104642,1.70930218695297,"p_m",1
"291",173,1073,"84","m",2015,-2.215892802,"sum","p",6.202312139,1.82508336537624,"p_m",8
"292",169.8,1032,"84","m",2010,-3.20451647,"sp","p",6.077738516,1.80479719352988,"p_m",3
"293",169.5,1006,"84","m",2012,-3.274655142,"sum","p",5.935103245,1.78105289873943,"p_m",5
"294",170,1036,"84","m",2019,-4.140134954,"sp","p",6.094117647,1.80748806496188,"p_m",12
"295",181.3,1080,"86","m",2011,4.626899152,"sum","p",5.956977386,1.7847310587149,"p_m",4
"296",179.5,1109,"86","m",2012,2.651940806,"sp","p",6.178272981,1.82120062393451,"p_m",5
"297",181.1,1085,"86","m",2008,2.6375,"sp","p",5.991165102,1.79045279957364,"p_m",1
"298",179.5,1102,"86","m",2010,2.625528241,"sp","p",6.139275766,1.81486965417981,"p_m",3
"299",178.96,1095,"86","m",2009,1.683,"sp","p",6.11868574,1.81151074553259,"p_m",2
"300",178,1186,"86","m",2011,-4.318593437,"sum","p",6.662921348,1.89670810227388,"p_m",4
"301",176.14,1064,"87","m",2009,0.6176,"sp","p",6.040649483,1.79867706787548,"p_m",2
"302",176,1054,"87","m",2008,-0.649,"sp","p",5.988636364,1.79003070310597,"p_m",1
"303",176.68,1112,"87","m",2010,-0.747322514,"sp","p",6.293864614,1.83973416035479,"p_m",3
"304",174.8,922,"88","m",2009,7.3148,"sp","p",5.274599542,1.66309233015482,"p_m",2
"305",174.54,929,"88","m",2008,4.4324,"sum","p",5.322562163,1.67214265879649,"p_m",1
"306",174.34,966,"88","m",2008,2.839,"sp","p",5.540897098,1.7123368786033,"p_m",1
"307",154,696,"89","m",2012,0.352134012,"sp","p",4.519480519,1.50861829770696,"p_m",5
"308",157,852,"89","m",2016,-1.493208615,"sp","p",5.426751592,1.69152497673971,"p_m",9
"309",159,854,"89","m",2018,-2.901315309,"sum","p",5.371069182,1.6812131568357,"p_m",11
"310",152.4,730,"89","m",2010,-3.466343688,"sum","p",4.790026247,1.56674463628297,"p_m",3
"311",156,813,"89","m",2017,-4.10533434,"sp","p",5.211538462,1.65106696589866,"p_m",10
"312",191,1325,"90","m",2020,2.75594427,"sum","p",6.937172775,1.93703845094721,"p_m",13
"313",185.7,1242,"90","m",2011,0.398882176,"sum","p",6.688206785,1.90049529984591,"p_m",4
"314",184.7,1240,"90","m",2011,-0.494599096,"sum","p",6.713589605,1.90428271194968,"p_m",4
"315",181.5,1199,"90","m",2011,-1.51096517,"sum","p",6.606060606,1.88813886600401,"p_m",4
"316",190.6,1392,"90","m",2015,-1.923232074,"sum","p",7.303252886,1.98845676563964,"p_m",8
"317",174.34,1051,"90","m",2008,-2.4044,"sum","p",6.028450155,1.79665582167271,"p_m",1
"318",188,1409,"90","m",2016,-2.574489142,"sp","p",7.494680851,2.01432696812259,"p_m",9
"319",190,1413,"90","m",2021,-2.856805955,"sum","p",7.436842105,2.00658076712483,"p_m",14
"320",180.6,1184,"90","m",2011,-2.886040119,"sp","p",6.555924695,1.88052169654266,"p_m",4
"321",178.76,1195,"90","m",2010,-3.255983786,"sp","p",6.684940703,1.90000691912819,"p_m",3
"322",171.9,1039,"90","m",2008,-3.8715,"sp","p",6.044211751,1.79926651256822,"p_m",1
"323",191,1486,"90","m",2023,-5.069569188,"sum","p",7.780104712,2.05169832194046,"p_m",16
"324",189,1417,"90","m",2021,-5.450775575,"sp","p",7.497354497,2.01468359607048,"p_m",14
"325",185,1391,"90","m",2017,-5.607565553,"sp","p",7.518918919,2.01755535585575,"p_m",10
"326",188,1429,"90","m",2018,-5.802502099,"sp","p",7.60106383,2.02841976700642,"p_m",11
"327",178,1235,"90","m",2012,-5.926084239,"sp","p",6.938202247,1.93718681791146,"p_m",5
"328",189,1430,"90","m",2019,-7.305464858,"sp","p",7.566137566,2.0238148672749,"p_m",12
"329",182,1162,"91","m",2016,5.651859673,"sp","p",6.384615385,1.85404786463667,"p_m",9
"330",181.5,1050,"91","m",2011,5.511080613,"sp","p",5.785123967,1.75546263166144,"p_m",4
"331",184,1136,"91","m",2017,4.35839062,"sum","p",6.173913043,1.82049480030962,"p_m",10
"332",184,1196,"91","m",2018,2.956858321,"sp","p",6.5,1.87195601122233,"p_m",11
"333",182,1101,"91","m",2008,2.6015,"sp","p",6.049450549,1.80013274017902,"p_m",1
"334",184,1220,"91","m",2016,1.845247948,"sum","p",6.630434783,1.89182118847731,"p_m",9
"335",184,1235,"91","m",2021,0.990655833,"sum","p",6.711956522,1.90403946824862,"p_m",14
"336",182.3,1158,"91","m",2010,0.461998113,"sum","p",6.352166758,1.84895339064131,"p_m",3
"337",164,824,"92","m",2016,7.119494894,"sp","p",5.024390244,1.61450311142723,"p_m",9
"338",161.6,718.5,"92","m",2009,5.6329,"sp","p",4.446163366,1.49226644708047,"p_m",2
"339",167.2,838,"92","m",2015,4.734027979,"sum","p",5.011961722,1.61202690250516,"p_m",8
"340",161.36,706,"92","m",2008,3.3836,"sum","p",4.375309866,1.47620587294181,"p_m",1
"341",165,808,"92","m",2017,3.317703516,"sum","p",4.896969697,1.58882077169989,"p_m",10
"342",164.5,805,"92","m",2011,2.473224266,"sum","p",4.893617021,1.58813603410654,"p_m",4
"343",166,876,"92","m",2023,2.430807795,"sum","p",5.277108434,1.66356778239454,"p_m",16
"344",159.54,723,"92","m",2008,2.2545,"sp","p",4.531778864,1.51133518718173,"p_m",1
"345",164,815,"92","m",2020,2.070358904,"sum","p",4.969512195,1.60352289214256,"p_m",13
"346",164,820,"92","m",2019,2.011416466,"sp","p",5,1.60963789243677,"p_m",12
"347",161.2,764,"92","m",2009,1.888,"sum","p",4.739454094,1.55613293154036,"p_m",2
"348",164,860,"92","m",2021,1.73671297,"sum","p",5.243902439,1.65725664091263,"p_m",14
"349",165,873,"92","m",2022,1.42010908,"sum","p",5.290909091,1.66617906753373,"p_m",15
"350",164,864,"92","m",2018,1.137577889,"sp","p",5.268292683,1.66189613779601,"p_m",11
"351",160.94,797,"92","m",2010,0.927476286,"sp","p",4.952156083,1.6000249659301,"p_m",3
"352",158,901,"93","m",2017,-6.749272656,"sp","p",5.702531646,1.74108556999326,"p_m",10
"353",158,900,"93","m",2016,-7.075188316,"sum","p",5.696202532,1.73997527050704,"p_m",9
"354",163,1023,"93","m",2021,-8.280906532,"sum","p",6.27607362,1.83690388779935,"p_m",14
"355",160.1,734,"94","m",2009,3.2556,"sp","p",4.584634603,1.52292850463685,"p_m",2
"356",159,815,"94","m",2016,2.637863879,"sp","p",5.125786164,1.63447898411043,"p_m",9
"357",160,746,"94","m",2011,1.115526745,"sum","p",4.6625,1.53976623918478,"p_m",4
"358",160.7,795,"94","m",2015,0.566992207,"sum","p",4.947106409,1.59900495975575,"p_m",8
"359",157.22,737,"94","m",2009,0.2058,"sp","p",4.687698766,1.54515509534813,"p_m",2
"360",158.4,772,"94","m",2010,-0.014964352,"sum","p",4.873737374,1.58406623099866,"p_m",3
"361",159.32,764,"94","m",2008,-0.364,"sp","p",4.795380367,1.56786154323647,"p_m",1
"362",158.04,716,"94","m",2008,-0.4804,"sum","p",4.530498608,1.5110527033296,"p_m",1
"363",159,798,"94","m",2022,-0.802970326,"sp","p",5.018867925,1.61340362359657,"p_m",15
"364",157,784,"94","m",2017,-1.574945577,"sp","p",4.993630573,1.60836345000603,"p_m",10
"365",158.5,789,"94","m",2011,-2.674625909,"sum","p",4.977917981,1.60521259453782,"p_m",4
"366",169.42,887,"95","m",2008,2.5405,"sp","p",5.235509385,1.65565512845709,"p_m",1
"367",167.4,890,"95","m",2011,0.362866562,"sp","p",5.31660693,1.67102337696388,"p_m",4
"368",169,1033,"95","m",2016,0.081815127,"sp","p",6.112426036,1.81048734205832,"p_m",9
"369",165.57,890,"95","m",2009,-0.104,"sp","p",5.375369934,1.68201341298138,"p_m",2
"370",167.5,967,"95","m",2013,-0.950510689,"sp","p",5.773134328,1.75338834525832,"p_m",6
"371",168.5,974,"95","m",2011,-2.527608259,"sum","p",5.78041543,1.75464853678812,"p_m",4
"372",166.2,954,"95","m",2010,-3.258987232,"sum","p",5.740072202,1.74764598766102,"p_m",3
"373",177.7,984,"96","m",2010,6.420569437,"sum","p",5.537422622,1.7117097349465,"p_m",3
"374",177.1,959,"96","m",2008,6.0085,"sp","p",5.415019763,1.68936118460627,"p_m",1
"375",175,1023,"96","m",2016,3.359854373,"sum","p",5.845714286,1.76587984294059,"p_m",9
"376",174,991,"96","m",2011,2.066982553,"sum","p",5.695402299,1.73983479995129,"p_m",4
"377",173,1043,"96","m",2017,0.757099606,"sp","p",6.028901734,1.79673071442057,"p_m",10
"378",187,1333,"97","m",2016,0.802848955,"sp","p",7.128342246,1.96421897855786,"p_m",9
"379",186,1336,"97","m",2016,-0.369940707,"sp","p",7.182795699,1.97182789226033,"p_m",9
"380",183.5,1190,"97","m",2008,-0.806,"sum","p",6.485013624,1.86964810840713,"p_m",1
"381",186,1303,"97","m",2018,-0.902590455,"sp","p",7.005376344,1.94682064071767,"p_m",11
"382",187,1314,"97","m",2015,-1.291343475,"sum","p",7.026737968,1.94986488562296,"p_m",8
"383",184.3,1227,"97","m",2011,-1.591832592,"sp","p",6.65762344,1.89591277249814,"p_m",4
"384",186,1327,"97","m",2016,-1.865731176,"sum","p",7.134408602,1.96506951656309,"p_m",9
"385",184,1312,"97","m",2017,-2.438575474,"sp","p",7.130434783,1.9645124460191,"p_m",10
"386",185.15,1297,"97","m",2010,-2.505061492,"sp","p",7.005130975,1.94678561929082,"p_m",3
"387",184,1258,"97","m",2019,-2.629229468,"sp","p",6.836956522,1.922488932905,"p_m",12
"388",184,1294,"97","m",2012,-3.240397555,"sp","p",7.032608696,1.95069990213757,"p_m",5
"389",180.46,1203,"97","m",2008,-4.9055,"sp","p",6.66629724,1.89721456641291,"p_m",1
"390",178.08,1001,"98","m",2009,6.1234,"sp","p",5.621069182,1.72669977799383,"p_m",2
"391",181,1110,"98","m",2023,4.963450067,"sum","p",6.132596685,1.81378131279677,"p_m",16
"392",178.9,1070,"98","m",2012,4.242758082,"sp","p",5.980994969,1.78875411918433,"p_m",5
"393",179,1096,"98","m",2016,3.463578895,"sum","p",6.122905028,1.81219996951059,"p_m",9
"394",177,1071,"98","m",2017,3.279482869,"sp","p",6.050847458,1.80036359038704,"p_m",10
"395",178,1060,"98","m",2019,2.509692666,"sp","p",5.95505618,1.78440854728231,"p_m",12
"396",178,1066,"98","m",2021,2.465750028,"sp","p",5.988764045,1.79005201986568,"p_m",14
"397",178,1066,"98","m",2017,2.191170811,"sum","p",5.988764045,1.79005201986568,"p_m",10
"398",179,1120,"98","m",2018,2.118709789,"sp","p",6.25698324,1.83385796707116,"p_m",11
"399",177.82,1084,"98","m",2009,1.548,"sum","p",6.096052188,1.80780540650853,"p_m",2
"400",177,1089,"98","m",2012,1.275436845,"sp","p",6.152542373,1.81702791160638,"p_m",5
"401",176,1049,"98","m",2010,0.776275551,"sum","p",5.960227273,1.78527637816759,"p_m",3
"402",177.9,1074,"98","m",2008,0.081,"sp","p",6.037099494,1.79808930912173,"p_m",1
"403",180,1083,"99","m",2016,8.201987432,"sp","p",6.016666667,1.7946995873418,"p_m",9
"404",181,1060,"99","m",2022,6.958892744,"sp","p",5.856353591,1.76769789595299,"p_m",15
"405",181,1069,"99","m",2018,6.911531168,"sp","p",5.906077348,1.77615118253427,"p_m",11
"406",182,1098,"99","m",2022,6.622623866,"sum","p",6.032967033,1.797404677182,"p_m",15
"407",177.4,960,"99","m",2008,5.606,"sum","p",5.411499436,1.68871098912537,"p_m",1
"408",177,981,"99","m",2011,5.599576193,"sum","p",5.542372881,1.71260313878668,"p_m",4
"409",179,1043,"99","m",2010,5.387347699,"sp","p",5.826815642,1.76264225468231,"p_m",3
"410",178,1076,"99","m",2017,4.015622738,"sp","p",6.04494382,1.79938760422015,"p_m",10
"411",180,1076,"99","m",2017,3.643630784,"sum","p",5.977777778,1.78821616212326,"p_m",10
"412",177.3,1023,"99","m",2008,2.4645,"sp","p",5.769881557,1.75282485169219,"p_m",1
"413",180,1109,"99","m",2019,1.753090724,"sp","p",6.161111111,1.81841943165748,"p_m",12
"414",174.5,1092,"100","m",2016,2.183618447,"sp","p",6.257879656,1.8340012004051,"p_m",9
"415",175.34,1019,"100","m",2008,0.7385,"sp","p",5.8115661,1.76002214289182,"p_m",1
"416",174,1063,"100","m",2017,0.70165908,"sp","p",6.109195402,1.80995875335953,"p_m",10
"417",174.1,1051,"100","m",2009,-0.423,"sum","p",6.036760482,1.79803316206458,"p_m",2
"418",168.88,930,"102","m",2008,-1.282,"sum","p",5.506868783,1.70617775759789,"p_m",1
"419",168.63,974,"102","m",2009,-1.7984,"sp","p",5.775959201,1.75387745445811,"p_m",2
"420",170.34,1044,"102","m",2009,-3.812,"sum","p",6.128918633,1.81318147628743,"p_m",2
"421",168.7,1008,"102","m",2008,-5.258,"sp","p",5.975103734,1.7877688061136,"p_m",1
"422",165,878,"103","m",2011,-0.91470931,"sum","p",5.321212121,1.67188902914565,"p_m",4
"423",165,993,"103","m",2016,-1.614322716,"sp","p",6.018181818,1.79495133945281,"p_m",9
"424",164.1,869,"103","m",2008,-1.7265,"sp","p",5.295551493,1.66705594708777,"p_m",1
"425",162.54,897,"103","m",2010,-3.00103127,"sp","p",5.518641565,1.7083129243039,"p_m",3
"426",165,938,"103","m",2017,-3.800316839,"sum","p",5.684848485,1.73798036584598,"p_m",10
"427",166,982,"103","m",2022,-3.802272597,"sp","p",5.915662651,1.77777254854886,"p_m",15
"428",163,945,"103","m",2017,-4.071241815,"sp","p",5.797546012,1.75760719853878,"p_m",10
"429",167,1021,"103","m",2022,-4.340014528,"sum","p",6.113772455,1.81070755749013,"p_m",15
"430",166.6,1003,"103","m",2015,-4.818044058,"sum","p",6.020408163,1.79532114608669,"p_m",8
"431",164,939,"103","m",2011,-5.163530517,"sum","p",5.725609756,1.74512369000393,"p_m",4
"432",165,966,"103","m",2019,-5.202132179,"sp","p",5.854545455,1.76738915325705,"p_m",12
"433",165,1000,"103","m",2018,-5.309945789,"sp","p",6.060606061,1.80197479153554,"p_m",11
"434",166.7,861,"104","m",2008,1.3415,"sp","p",5.164967007,1.64209230808725,"p_m",1
"435",179,1141,"104","m",2015,0.094768419,"sum","p",6.374301676,1.85243141165034,"p_m",8
"436",178,1120,"104","m",2019,-0.865738284,"sp","p",6.292134831,1.83945932986747,"p_m",12
"437",176,1134,"104","m",2017,-1.045154789,"sp","p",6.443181818,1.86317768000049,"p_m",10
"438",178,1150,"104","m",2021,-2.06128174,"sp","p",6.460674157,1.86588844164936,"p_m",14
"439",178,1190,"104","m",2018,-2.410552509,"sum","p",6.685393258,1.90007460439562,"p_m",11
"440",172,1071,"104","m",2010,-3.160634417,"sp","p",6.226744186,1.82901417830478,"p_m",3
"441",152.2,729,"105","m",2012,-3.301634452,"sp","p",4.789750329,1.56668704404047,"p_m",5
"442",152,700,"105","m",2008,-3.94,"sp","p",4.605263158,1.52741693350503,"p_m",1
"443",150.28,695,"105","m",2009,-4.357,"sp","p",4.624700559,1.53162783170985,"p_m",2
"444",154,783,"105","m",2019,-5.907067781,"sp","p",5.084415584,1.62637675359465,"p_m",12
"445",161,811,"106","m",2023,9.004704659,"sp","p",5.037267081,1.61706218982419,"p_m",16
"446",160,829,"106","m",2016,2.831512125,"sp","p",5.18125,1.64523932489748,"p_m",9
"447",162,845,"106","m",2023,0.082466297,"sum","p",5.216049383,1.65193198978039,"p_m",16
"448",162.6,843,"106","m",2015,-0.137246931,"sum","p",5.184501845,1.64586662484741,"p_m",8
"449",162,849,"106","m",2022,-0.321492497,"sum","p",5.240740741,1.65665364564684,"p_m",15
"450",159,821,"106","m",2017,-1.527510551,"sp","p",5.163522013,1.64181255482356,"p_m",10
"451",159.9,800,"106","m",2012,-1.818620124,"sum","p",5.003126954,1.61026296278644,"p_m",5
"452",154.6,734,"106","m",2008,-3.329,"sp","p",4.747736093,1.55787849695526,"p_m",1
"453",156.5,796,"106","m",2010,-3.457238638,"sp","p",5.086261981,1.62673976461283,"p_m",3
"454",171,1057,"107","m",2016,0.699497834,"sp","p",6.18128655,1.82168819494886,"p_m",9
"455",168.48,955,"107","m",2010,-0.267565652,"sp","p",5.668328585,1.7350706953841,"p_m",3
"456",172,1097,"107","m",2016,-0.604364323,"sp","p",6.377906977,1.85299676246028,"p_m",9
"457",165.7,885,"107","m",2008,-1.0625,"sp","p",5.34097767,1.67559593459667,"p_m",1
"458",167,894,"107","m",2008,-1.2036,"sum","p",5.353293413,1.67789874617407,"p_m",1
"459",167,925,"107","m",2011,-1.41789942,"sum","p",5.538922156,1.71198044939693,"p_m",4
"460",170,1043,"107","m",2017,-2.242900394,"sp","p",6.135294118,1.81422099609742,"p_m",10
"461",173,1108,"107","m",2018,-2.89341724,"sum","p",6.404624277,1.85717639773414,"p_m",11
"462",173,1100,"107","m",2022,-3.214868619,"sp","p",6.358381503,1.84993112466717,"p_m",15
"463",168,1014,"107","m",2012,-3.511453008,"sp","p",6.035714286,1.79785987154508,"p_m",5
"464",184,1137,"108","m",2020,5.456159861,"sum","p",6.179347826,1.82137455241007,"p_m",13
"465",182,1126,"108","m",2017,5.377021422,"sp","p",6.186813187,1.82258174269467,"p_m",10
"466",185.4,1179,"108","m",2011,3.454222111,"sum","p",6.359223301,1.85006348695581,"p_m",4
"467",181,1132,"108","m",2017,1.577406631,"sum","p",6.254143646,1.83340410864319,"p_m",10
"468",180.3,1125,"108","m",2009,1.325,"sp","p",6.239600666,1.83107643832551,"p_m",2
"469",182,1198,"108","m",2021,1.037600137,"sum","p",6.582417582,1.88455399986296,"p_m",14
"470",182,1248,"108","m",2016,0.698556037,"sp","p",6.857142857,1.92543668453243,"p_m",9
"471",181.3,1129,"108","m",2008,0.2635,"sp","p",6.227247656,1.82909501811371,"p_m",1
"472",181.46,1203,"108","m",2010,-0.99826439,"sp","p",6.629560234,1.89168930047703,"p_m",3
"473",182,1201,"108","m",2019,-1.422570066,"sp","p",6.598901099,1.8870546639201,"p_m",12
"474",174.1,1010,"109","m",2010,2.311755192,"sp","p",5.801263642,1.75824812451518,"p_m",3
"475",171.6,954,"109","m",2008,0.801,"sp","p",5.559440559,1.7156773423536,"p_m",1
"476",170,997.3,"109","m",2013,-0.138682359,"sp","p",5.866470588,1.76942363603342,"p_m",6
"477",170.23,938,"109","m",2008,-0.3672,"sum","p",5.510192093,1.70678095058106,"p_m",1
"478",171.5,1038,"109","m",2011,-2.936207558,"sum","p",6.052478134,1.80063300503392,"p_m",4
"479",182.2,1140,"110","m",2012,3.610521946,"sp","p",6.256860593,1.83383836839262,"p_m",5
"480",182.2,1132,"110","m",2009,3.384,"sum","p",6.212952799,1.82679721502955,"p_m",2
"481",182,1223,"110","m",2016,2.138469885,"sp","p",6.71978022,1.90520425196216,"p_m",9
"482",183.1,1145,"110","m",2010,2.05085689,"sum","p",6.253413435,1.83328736414199,"p_m",3
"483",182,1157,"110","m",2008,-0.6745,"sp","p",6.357142857,1.84973633109432,"p_m",1
"484",165,888,"111","m",2016,4.433315444,"sp","p",5.381818182,1.68321206267549,"p_m",9
"485",163.4,811,"111","m",2008,0.9665,"sp","p",4.963280294,1.60226833109878,"p_m",1
"486",163,827,"111","m",2011,-0.198481743,"sum","p",5.073619632,1.6242515727594,"p_m",4
"487",165,873,"111","m",2011,-0.64841249,"sum","p",5.290909091,1.66617906753373,"p_m",4
"488",166.2,920,"111","m",2015,-0.714880548,"sum","p",5.535499398,1.71136242342307,"p_m",8
"489",164.2,893,"111","m",2010,-1.119890967,"sp","p",5.438489647,1.69368524157725,"p_m",3
"490",163.9,881,"111","m",2009,-1.2646,"sp","p",5.375228798,1.68198716146702,"p_m",2
"491",163.44,834,"111","m",2008,-1.4996,"sum","p",5.102790015,1.62998340393441,"p_m",1
"492",163,908,"111","m",2012,-2.556924001,"sp","p",5.570552147,1.71767367705912,"p_m",5
"493",159.3,809,"111","m",2011,-2.93981319,"sum","p",5.078468299,1.62520659056139,"p_m",4
"494",174.1,982,"113","m",2008,1.663,"sp","p",5.640436531,1.7301387371564,"p_m",1
"495",171.9,946,"113","m",2008,0.8676,"sum","p",5.503199535,1.70551135269922,"p_m",1
"496",171.9,990,"113","m",2010,0.25648077,"sum","p",5.759162304,1.75096565208859,"p_m",3
"497",174,1031,"113","m",2011,-0.063392009,"sum","p",5.925287356,1.7793979386946,"p_m",4
"498",172,1010,"113","m",2011,-1.750972899,"sp","p",5.872093023,1.77038141550911,"p_m",4
"499",185,1204,"114","m",2016,6.232804409,"sp","p",6.508108108,1.87320244345524,"p_m",9
"500",181,1125,"114","m",2017,4.429793448,"sp","p",6.215469613,1.82720215927858,"p_m",10
"501",181.82,1114,"114","m",2010,4.282107335,"sp","p",6.126938731,1.81285843418335,"p_m",3
"502",185,1208,"114","m",2018,3.597881212,"sum","p",6.52972973,1.87651868742758,"p_m",11
"503",185,1188,"114","m",2021,2.890775317,"sp","p",6.421621622,1.85982638668519,"p_m",14
"504",182.06,1140,"114","m",2009,2.82,"sum","p",6.261671976,1.83460692727146,"p_m",2
"505",185,1189,"114","m",2011,2.521628471,"sum","p",6.427027027,1.86066765244017,"p_m",4
"506",183,1191.1,"114","m",2013,2.063704786,"sp","p",6.508743169,1.87330000367572,"p_m",6
"507",184,1226,"114","m",2023,1.78305051,"sum","p",6.663043478,1.89672642915298,"p_m",16
"508",182.38,1131,"114","m",2008,1.2265,"sp","p",6.201337866,1.82492629613736,"p_m",1
"509",181,1146,"114","m",2017,0.810850592,"sum","p",6.331491713,1.84569379424696,"p_m",10
"510",183,1180,"114","m",2019,0.758830767,"sp","p",6.448087432,1.86393863738711,"p_m",12
"511",180,1154,"114","m",2011,-0.614293788,"sum","p",6.411111111,1.85818856319979,"p_m",4
